region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
3,10,6493,1,101,64,3,4350.3999,09feb1997,77,1,77,13,1,no,no,no,no,0
3,10,6494,1,101,64,3,,18jul1997,,,,,,no,no,no,no,0
3,10,6495,1,101,64,2,4727.6001,03mar1997,82,1,82,18,1,no,no,no,no,0
3,10,6496,1,101,64,3,,04sep1997,,,,,,no,no,no,no,0
3,10,6497,1,101,64,3,6126.2002,21jul1997,104,0,252,188,4,no,no,no,no,0
3,10,6498,1,101,64,2,4128.1001,11dec1996,134,,,,3,yes,no,no,no,0
3,10,6499,1,101,64,3,4304.8999,04may1997,71,0,119,55,2,no,no,no,no,0
3,10,6500,1,101,64,2,5039.7998,09nov1996,,,,,,no,no,no,no,0
3,10,6501,1,101,64,3,4864.8999,14mar1997,69,0,159,95,5,no,no,yes,no,0
3,10,6502,1,101,64,3,3691.5,09jun1997,81,0,198,134,3,no,no,no,no,0
3,10,6503,1,101,64,3,4813.5,07sep1997,93,0,276,212,6,no,no,no,no,0
3,10,6504,1,101,64,2,4230.8999,02sep1996,96,1,96,32,1,no,no,no,no,0
3,10,6505,1,101,64,3,4149.1001,12aug1997,88,,,,1,no,no,no,no,0
3,10,6506,1,101,64,3,5009.6001,20sep1996,158,0,224,160,3,no,no,no,no,0
3,10,6507,1,101,64,2,,03sep1996,,,,,,no,yes,no,no,0
3,10,6508,1,101,64,2,5172.7998,21sep1996,87,0,254,190,4,no,no,no,no,0
3,10,6509,1,101,64,3,5515.7998,31oct1997,118,0,181,117,3,no,no,no,no,0
3,10,6510,1,101,64,2,3828.2,30oct1996,91,0,144,80,3,no,no,no,no,0
3,10,6511,1,101,64,2,4412.5,31oct1996,194,1,194,130,1,no,no,no,no,0
3,10,6512,1,101,64,2,4134.2998,18sep1996,160,,,,1,no,no,no,no,0
3,10,6513,1,101,64,2,4652.5,08aug1997,177,0,291,227,3,no,no,no,no,0
3,10,6514,1,101,64,2,4089,26sep1996,111,,,,1,no,no,no,no,0
3,10,6515,1,101,64,2,4365.7002,12feb1997,67,,,,3,no,no,no,no,0
3,10,6516,1,101,64,2,5825.1001,18sep1996,131,0,241,177,5,no,no,no,no,0
3,10,6517,1,101,64,2,4424.7998,21feb1997,86,0,153,89,3,no,no,no,no,0
3,10,6518,1,101,64,2,4993,25oct1997,100,0,334,270,7,no,no,no,no,0
3,10,6519,1,101,64,2,,17jun1997,76,,,,1,yes,no,yes,no,0
3,10,6520,1,101,64,2,3801,29mar1997,93,0,150,86,2,no,no,no,no,0
3,10,6521,1,101,64,2,5064.7002,05aug1997,81,1,81,17,1,no,no,no,no,0
3,10,6522,1,101,64,2,4289.2998,20jul1997,126,0,290,226,8,no,no,no,no,0
3,10,6523,1,101,64,2,4199.1001,02aug1997,94,,,,1,yes,no,yes,no,0
3,10,6524,1,101,64,2,5657.2002,02sep1997,177,0,299,235,4,no,no,no,no,0
3,10,6525,1,101,64,4,4994.2998,09jan1997,93,1,93,29,1,no,no,no,no,0
3,10,6526,1,101,64,2,6712.7998,17may1997,92,,,,13,no,no,yes,no,0
3,10,6527,1,101,64,2,4820.2002,15sep1997,97,,,,9,no,no,no,no,0
3,10,6528,1,101,64,2,4394.2998,05may1997,87,0,178,114,3,no,no,no,no,0
3,10,6529,1,101,64,1,,26sep1996,,,,,,no,no,no,no,0
3,10,6530,1,101,64,1,3329.6001,14jan1997,123,0,171,107,2,no,no,no,no,0
3,10,6531,1,101,64,2,2543.1001,28apr1997,,,,,,no,no,no,no,0
3,10,6532,1,101,64,1,3365.3,01oct1996,120,1,120,56,1,no,no,no,no,0
3,10,6532,2,101,64,2,4393.6001,03nov1997,180,0,257,193,2,no,no,no,no,0
3,10,6533,1,101,64,1,,01apr1997,82,,,,1,no,no,no,no,0
3,10,6534,1,101,64,1,3561.6001,02jan1997,89,1,89,25,1,no,no,no,no,0
3,10,6535,1,101,64,1,,19mar1997,,,,,,no,no,no,no,0
3,10,6536,1,101,64,1,2701.8999,27mar1997,75,0,97,33,2,no,no,no,no,0
3,10,6537,1,101,64,1,3350.1001,08dec1996,114,0,188,124,3,no,no,no,no,0
3,10,6538,1,101,64,1,4111.3999,19feb1997,103,1,103,39,1,no,no,no,no,0
3,10,6539,1,101,64,1,3633.3999,02nov1996,87,0,127,63,2,no,no,no,no,0
3,10,6540,1,101,64,1,,11may1997,,,,,,no,no,no,no,0
3,10,6541,1,101,64,1,3049.5,23mar1997,71,,,,4,no,no,no,no,0
3,10,6542,1,101,64,1,3958.8,06nov1996,96,1,96,32,1,no,no,no,no,0
3,10,6543,1,101,64,1,2635.3999,21apr1997,70,1,70,6,1,no,no,no,no,0
3,10,6544,1,101,64,1,,01jul1997,,,,,,no,no,no,no,0
3,10,6545,1,101,64,1,3724.8999,20apr1997,85,0,119,55,2,no,no,no,no,0
3,10,6546,1,101,64,1,3805.5,01dec1996,99,0,152,88,3,no,no,no,no,0
3,10,6547,1,101,64,1,3259.5,05jul1997,71,0,237,173,7,no,no,no,no,0
3,10,6548,1,101,64,1,3031.3,06aug1997,87,0,157,93,4,no,no,no,no,0
3,10,6549,1,101,64,1,2740.1001,22mar1997,107,1,107,43,1,no,no,no,no,0
3,10,6550,1,101,64,1,,09may1997,,,,,,no,no,yes,no,0
3,10,6551,1,101,64,1,,10may1997,,,,,,no,no,no,no,0
3,10,6552,1,101,64,1,2732.6001,31mar1997,86,1,86,22,1,no,no,no,no,0
3,10,6553,1,101,64,1,2867.3,29mar1997,93,1,93,29,1,no,no,no,no,0
3,10,6554,1,101,64,1,2640,14jul1997,68,0,133,69,2,no,no,no,no,0
3,10,6555,1,101,64,1,,14mar1997,,,,,,no,no,no,no,0
3,10,6556,1,101,64,1,4372.2002,05sep1997,113,1,113,49,1,no,no,yes,no,0
3,10,6557,1,101,64,1,,14may1997,,,,,,no,no,no,no,0
3,10,6558,1,101,64,1,3721.5,19jul1997,87,,,,9,no,no,no,no,0
3,10,6559,1,101,64,1,4191.7002,10jul1997,89,1,89,25,1,no,no,no,no,0
3,10,6560,1,101,64,1,3087,21mar1997,88,0,109,45,2,no,no,no,no,0
3,10,6561,1,101,64,1,3551.2,21sep1997,88,0,185,121,2,no,no,no,no,0
3,10,6562,1,101,64,1,3226,11sep1997,95,1,95,31,1,no,no,no,no,0
3,10,6563,1,101,64,1,4136.8999,08sep1997,99,0,196,132,4,no,no,no,no,0
3,10,6564,1,101,64,1,3608.5,03sep1997,91,0,108,44,2,no,no,no,no,0
3,10,6565,1,101,64,1,,23oct1997,73,,,,2,no,no,no,no,0
3,10,6566,1,101,64,1,3812.3,04nov1997,98,0,199,135,4,no,no,no,no,0
3,10,6567,1,101,64,3,5088.7002,09jan1997,97,1,97,33,1,no,no,no,no,0
3,201,6568,1,146,39,1,,30nov1997,151,1,151,112,1,no,no,no,no,0
3,201,6569,1,146,39,3,4104.2002,22aug1997,82,0,106,67,2,yes,no,no,no,0
3,201,6570,1,146,39,1,2859.7,21nov1997,128,0,199,160,3,no,no,no,no,0
3,201,6571,1,146,39,1,3182.8,06nov1997,95,1,95,56,1,no,no,no,no,0
3,201,6572,1,146,39,8,3390.5,19jun1997,,,,,,no,no,no,no,0
3,201,6573,1,146,39,7,4474.2998,21jul1997,,,,,,no,no,no,no,0
3,201,6574,1,146,39,9,4177.7998,26jul1997,,,,,,no,no,yes,no,0
3,201,6575,1,146,39,7,3101,16mar1997,102,0,239,200,3,no,no,no,no,0
3,201,6576,1,146,39,8,,13jan1997,,,,,,no,no,no,no,0
3,201,6577,1,146,39,8,,26jan1997,,,,,,no,no,no,no,0
3,201,6578,1,146,39,8,,07jan1997,,,,,,no,yes,no,no,0
3,201,6579,1,146,39,7,3119.8,18apr1997,,,,,,no,no,no,no,0
3,201,6580,1,146,39,7,,10may1997,,,,,,no,no,no,no,0
3,201,6581,1,146,39,8,,27jan1997,,,,,,no,no,no,no,0
3,201,6582,1,146,39,7,3856.3999,29nov1996,61,0,137,98,4,yes,no,no,no,0
3,201,6583,1,146,39,9,3172.6001,02feb1997,82,,,,2,no,no,no,no,0
3,201,6584,1,146,39,8,3982.8,18apr1997,92,0,159,120,3,no,no,no,no,0
3,201,6585,1,146,39,7,4329.3999,20sep1996,59,1,59,20,1,no,no,no,no,0
3,201,6585,2,146,39,8,5160.2002,03sep1997,55,1,55,16,1,no,no,no,no,0
3,201,6586,1,146,39,7,4518.5,11aug1997,95,1,95,56,1,no,no,no,no,0
3,201,6587,1,146,39,7,,24nov1996,,,,,,yes,yes,no,no,0
3,201,6588,1,146,39,7,3274.1001,17dec1996,60,,,,3,no,no,yes,no,0
3,201,6589,1,146,39,8,4065.8,21jul1997,54,1,54,15,1,no,no,no,no,0
3,201,6590,1,146,39,7,,22mar1997,74,0,205,166,1,no,no,no,no,0
3,201,6591,1,146,39,6,,26may1997,,,,,,no,no,yes,no,0
3,201,6592,1,146,39,8,3866.6001,29mar1997,74,1,74,35,1,no,no,no,no,0
3,201,6593,1,146,39,7,4190.6001,13dec1996,64,0,135,96,2,no,no,no,no,0
3,201,6594,1,146,39,7,3304.3,16jan1997,88,0,156,117,4,no,no,no,no,0
3,201,6595,1,146,39,6,3493.8999,18apr1997,54,0,252,213,4,no,no,no,no,0
3,201,6596,1,146,39,6,3912.1001,08mar1997,69,0,236,197,5,no,no,no,no,0
3,201,6597,1,146,39,6,3985.1001,28dec1996,,,,,,yes,no,no,no,0
3,201,6598,1,146,39,5,,02jun1997,,,,,,no,no,no,no,0
3,201,6599,1,146,39,5,4641.8999,09oct1996,75,0,209,170,5,no,no,no,no,0
3,201,6600,1,146,39,6,4229.7998,15sep1996,64,1,64,25,1,no,no,no,no,0
3,201,6600,2,146,39,7,4320.5,28aug1997,68,0,179,140,3,no,no,yes,no,0
3,201,6601,1,146,39,6,3943.6001,12jul1997,115,1,115,76,1,no,no,no,no,0
3,201,6602,1,146,39,6,3213.6001,25nov1996,109,,,,3,no,no,no,no,0
3,201,6603,1,146,39,,,10nov1996,68,,,,3,no,no,no,no,0
3,201,6604,1,146,39,6,,03jan1997,,,,,,no,no,no,no,0
3,201,6605,1,146,39,6,4438.5,30jun1997,,,,,,no,no,no,no,0
3,201,6606,1,146,39,5,3195.5,07sep1996,86,1,86,47,1,no,no,no,no,0
3,201,6606,2,146,39,6,4780.7998,16sep1997,90,1,90,51,1,no,no,no,no,0
3,201,6607,1,146,39,5,3646.3999,28jul1997,67,0,199,160,4,no,no,yes,no,0
3,201,6608,1,146,39,7,3056.8999,11feb1997,63,1,63,24,1,no,no,no,no,0
3,201,6609,1,146,39,6,3681,26feb1997,82,1,82,43,1,no,no,no,no,0
3,201,6610,1,146,39,6,3950.2,15sep1997,90,0,285,246,5,no,no,no,no,0
3,201,6611,1,146,39,6,,28sep1996,,,,,,no,no,no,no,0
3,201,6612,1,146,39,5,,08feb1997,,,,,,no,no,no,no,0
3,201,6613,1,146,39,5,3599,24may1997,63,1,63,24,1,no,no,no,no,0
3,201,6614,1,146,39,5,3527.5,20dec1996,73,1,73,34,1,no,no,no,no,0
3,201,6615,1,146,39,5,4699.2002,16jun1997,63,0,174,135,4,no,no,no,no,0
3,201,6616,1,146,39,5,4248.8999,18nov1996,60,0,119,80,2,no,no,yes,no,0
3,201,6617,1,146,39,5,2900.3,19dec1996,62,0,81,42,2,no,no,no,no,0
3,201,6618,1,146,39,5,3419.3999,27oct1996,82,,,,2,yes,no,yes,no,0
3,201,6619,1,146,39,5,3582.2,06nov1997,74,0,127,88,2,no,no,no,no,0
3,201,6620,1,146,39,4,3453.8,15sep1996,70,0,126,87,2,no,no,yes,no,0
3,201,6620,2,146,39,5,4322.2998,23oct1997,104,0,176,137,3,no,no,no,no,0
3,201,6621,1,146,39,5,4116.1001,23jul1997,77,1,77,38,1,no,no,no,no,0
3,201,6622,1,146,39,5,4262.5,11nov1996,69,0,324,285,8,no,no,no,no,0
3,201,6623,1,146,39,5,3412.3,20apr1997,57,0,165,126,3,no,no,no,no,0
3,201,6624,1,146,39,3,3987.7,09sep1996,49,1,49,10,1,no,no,no,no,0
3,201,6624,2,146,39,4,3530.1001,09aug1997,70,1,70,31,1,no,no,no,no,0
3,201,6625,1,146,39,4,3758.1001,03dec1996,74,1,74,35,1,no,no,no,no,0
3,201,6625,2,146,39,5,3886.8,28oct1997,52,1,52,13,1,no,no,no,no,0
3,201,6626,1,146,39,,,05dec1996,,,,,,no,no,no,no,0
3,201,6627,1,146,39,4,4031.1001,09dec1996,59,0,150,111,3,no,no,no,no,0
3,201,6628,1,146,39,5,4687.3999,03jan1997,70,0,123,84,2,no,no,no,no,0
3,201,6629,1,146,39,5,4905,26may1997,61,0,128,89,3,no,no,yes,no,0
3,201,6630,1,146,39,5,,07apr1997,,,,,,no,no,no,no,0
3,201,6631,1,146,39,5,4614.3999,24may1997,62,0,147,108,2,no,no,no,no,0
3,201,6632,1,146,39,5,,29sep1997,,,,,,yes,yes,no,no,0
3,201,6633,1,146,39,4,4649.2998,29sep1996,69,0,91,52,2,no,no,no,no,0
3,201,6633,2,146,39,5,4175.2998,01oct1997,73,0,302,263,5,no,no,no,no,0
3,201,6634,1,146,39,4,4311.5,05dec1996,53,0,76,37,2,no,no,no,no,0
3,201,6634,2,146,39,5,4379,22nov1997,77,1,77,38,1,no,no,no,no,0
3,201,6635,1,146,39,5,4686.1001,26jul1997,82,1,82,43,1,no,no,no,no,0
3,201,6636,1,146,39,4,4109.1001,28jul1997,64,0,137,98,3,no,no,no,no,0
3,201,6637,1,146,39,4,,08mar1997,55,,,,1,no,no,no,no,0
3,201,6638,1,146,39,4,3873.2,17feb1997,82,1,82,43,1,no,no,no,no,0
3,201,6639,1,146,39,4,3544.8999,24mar1997,123,0,145,106,2,no,no,no,no,0
3,201,6640,1,146,39,,,10jun1997,,,,,,no,no,no,no,0
3,201,6641,1,146,39,4,,18jul1997,68,,,,1,no,no,no,no,0
3,201,6642,1,146,39,4,3339.6001,07apr1997,81,,,,3,no,no,no,no,0
3,201,6643,1,146,39,3,2947,24feb1997,65,1,65,26,1,no,no,no,no,0
3,201,6644,1,146,39,4,3858,26may1997,74,,,,2,no,no,no,no,0
3,201,6645,1,146,39,3,3506,12jan1997,62,1,62,23,1,no,no,no,no,0
3,201,6646,1,146,39,4,,01sep1997,,,,,,no,yes,no,no,0
3,201,6647,1,146,39,4,3554.8999,11mar1997,66,0,136,97,2,no,yes,no,no,0
3,201,6648,1,146,39,4,4160.8999,05jul1997,69,1,69,30,1,no,no,no,no,0
3,201,6649,1,146,39,4,,20mar1997,58,,,,1,no,no,no,no,0
3,201,6650,1,146,39,3,,29oct1996,,,,,,no,no,no,no,0
3,201,6651,1,146,39,4,5532.8999,04jul1997,70,1,70,31,1,no,no,no,no,0
3,201,6652,1,146,39,3,3263.3,28sep1996,111,1,111,72,1,no,no,no,no,0
3,201,6652,2,146,39,4,3642.8,06nov1997,87,0,242,203,4,no,no,no,no,0
3,201,6653,1,146,39,4,,26oct1997,,,,,,yes,no,yes,no,0
3,201,6654,1,146,39,3,3659.3,20jan1997,83,0,128,89,2,no,no,yes,no,0
3,201,6655,1,146,39,4,4670.3999,24may1997,86,1,86,47,1,no,no,no,no,0
3,201,6656,1,146,39,3,3623,19feb1997,101,1,101,62,1,no,no,no,no,0
3,201,6657,1,146,39,3,4062.7,23jun1997,80,0,124,85,2,no,no,no,no,0
3,201,6658,1,146,39,4,5588.1001,23jul1997,59,0,345,306,7,no,no,no,no,0
3,201,6659,1,146,39,3,3615.8,23nov1996,102,0,123,84,2,no,no,no,no,0
3,201,6660,1,146,39,3,4636.7998,19dec1996,56,1,56,17,1,no,no,no,no,0
3,201,6660,2,146,39,4,4995,20nov1997,102,1,102,63,1,no,no,no,no,0
3,201,6661,1,146,39,4,4779.7002,01jun1997,80,1,80,41,1,no,no,no,no,0
3,201,6662,1,146,39,3,4479.2002,23sep1996,66,1,66,27,1,no,no,no,no,0
3,201,6662,2,146,39,4,4709.5,03sep1997,62,0,113,74,2,no,no,no,no,0
3,201,6663,1,146,39,2,3767.1001,08sep1996,86,0,187,148,2,no,no,no,no,0
3,201,6664,1,146,39,3,,22jun1997,61,,,,1,no,no,no,no,0
3,201,6665,1,146,39,2,4593.2998,29mar1997,74,0,297,258,2,no,no,no,no,0
3,201,6666,1,146,39,3,4516.6001,08aug1997,70,0,92,53,2,no,no,no,no,0
3,201,6667,1,146,39,2,3050,29mar1997,75,0,100,61,2,no,yes,no,no,0
3,201,6668,1,146,39,3,3991.7,21sep1996,131,1,131,92,1,no,no,no,no,0
3,201,6669,1,146,39,3,3861.5,13jul1997,67,0,87,48,2,no,no,no,no,0
3,201,6670,1,146,39,2,3645,05dec1996,,,,,,no,no,no,no,0
3,201,6671,1,146,39,3,4310.5,30jul1997,76,1,76,37,1,no,no,no,no,0
3,201,6672,1,146,39,3,4314,21aug1997,124,1,124,85,1,no,no,no,no,0
3,201,6673,1,146,39,3,3746.3999,22jun1997,124,0,144,105,2,no,no,no,no,0
3,201,6674,1,146,39,2,3261,09apr1997,97,0,135,96,2,no,no,no,no,0
3,201,6675,1,146,39,2,4037.8,13jan1997,95,1,95,56,1,no,no,no,no,0
3,201,6676,1,146,39,2,3868.5,20sep1996,99,1,99,60,1,no,no,no,no,0
3,201,6676,2,146,39,3,4780.7998,15oct1997,63,1,63,24,1,no,no,no,no,0
3,201,6677,1,146,39,2,3872.6001,26dec1996,69,0,219,180,6,no,no,no,no,0
3,201,6678,1,146,39,2,4008.3999,19feb1997,51,0,98,59,2,no,no,no,no,0
3,201,6679,1,146,39,2,4491.7998,02jun1997,53,1,53,14,1,no,no,no,no,0
3,201,6680,1,146,39,2,3325.3999,12mar1997,68,0,245,206,3,no,no,no,no,0
3,201,6681,1,146,39,2,,19dec1996,,,,,,no,no,no,no,0
3,201,6682,1,146,39,2,3806.8999,17dec1996,61,0,81,42,2,no,no,no,no,0
3,201,6683,1,146,39,2,3493.3,05jan1997,73,0,358,319,7,no,no,no,no,0
3,201,6684,1,146,39,2,3977.3,04jan1997,63,1,63,24,1,no,no,no,no,0
3,201,6685,1,146,39,2,2777.6001,14jan1997,87,1,87,48,1,no,no,no,no,0
3,201,6686,1,146,39,2,3706,16jan1997,69,0,90,51,2,no,no,no,no,0
3,201,6687,1,146,39,2,3500.3999,09jun1997,69,0,131,92,2,no,no,no,no,0
3,201,6688,1,146,39,2,3379.2,16apr1997,78,1,78,39,1,no,no,no,no,0
3,201,6689,1,146,39,2,,07jan1997,44,1,44,5,1,no,no,no,no,0
3,201,6690,1,146,39,2,3654.8,22jun1997,82,0,178,139,3,no,no,no,no,0
3,201,6691,1,146,39,1,3455.7,28dec1996,50,1,50,11,1,no,no,no,no,0
3,201,6692,1,146,39,1,2045,07dec1996,70,,,,9,no,no,no,no,0
3,201,6693,1,146,39,1,,27nov1996,,,,,,no,no,no,no,0
3,201,6694,1,146,39,1,2216.8,05dec1996,120,0,203,164,4,no,no,yes,no,0
3,201,6695,1,146,39,1,,07dec1996,,,,,,no,no,no,no,0
3,201,6696,1,146,39,1,,09dec1996,,,,,,no,no,no,no,0
3,201,6697,1,146,39,1,3122.8999,07dec1996,82,0,102,63,2,no,no,no,no,0
3,201,6698,1,146,39,1,3338.3,21dec1996,79,0,147,108,2,no,no,no,no,0
3,201,6699,1,146,39,1,3157.6001,13dec1996,79,1,79,40,1,no,no,no,no,0
3,201,6700,1,146,39,1,3233.2,03dec1996,52,,,,4,no,no,no,no,0
3,201,6701,1,146,39,1,3314.8,03dec1996,73,1,73,34,1,no,no,no,no,0
3,201,6701,2,146,39,2,4321.3999,20nov1997,90,0,120,81,2,no,no,no,no,0
3,201,6702,1,146,39,1,3425.3,09dec1996,84,0,186,147,2,no,no,no,no,0
3,201,6703,1,146,39,1,3054.2,16nov1996,82,1,82,43,1,no,no,yes,no,0
3,201,6703,2,146,39,2,3718.7,15nov1997,86,1,86,47,1,no,no,no,no,0
3,201,6704,1,146,39,1,3124.8,03dec1996,55,1,55,16,1,no,no,no,no,0
3,201,6705,1,146,39,1,2727.3,24nov1996,84,1,84,45,1,no,no,no,no,0
3,201,6705,2,146,39,2,4287.7002,27nov1997,110,0,165,126,3,no,no,no,no,0
3,201,6706,1,146,39,1,2826.8999,13dec1996,62,1,62,23,1,no,no,no,no,0
3,201,6706,2,146,39,2,,30nov1997,,,,,,no,no,no,no,0
3,201,6707,1,146,39,1,,08dec1996,,,,,,no,no,no,no,0
3,201,6708,1,146,39,1,,08dec1996,,,,,,no,no,no,no,0
3,201,6709,1,146,39,1,2397.8,06dec1996,73,0,115,76,3,no,no,no,no,0
3,201,6710,1,146,39,1,,11dec1996,,,,,,no,no,no,no,0
3,201,6711,1,146,39,1,1879.1,12dec1996,77,0,122,83,2,no,no,no,no,0
3,201,6712,1,146,39,1,3023.8999,05apr1997,85,0,161,122,3,no,no,no,no,0
3,201,6713,1,146,39,1,3063.6001,07dec1996,83,0,104,65,2,no,no,no,no,0
3,201,6714,1,146,39,1,2657.8,29nov1996,96,0,231,192,3,no,no,no,no,0
3,201,6715,1,146,39,1,2758.8999,11dec1996,65,0,281,242,6,no,no,no,no,0
3,201,6716,1,146,39,1,2543.8,16apr1997,63,0,188,149,2,no,no,no,no,0
3,201,6717,1,146,39,1,3691.8999,30nov1997,103,0,125,86,2,no,no,no,no,0
3,201,6718,1,146,39,1,,15nov1997,,,,,,no,yes,no,no,0
3,201,6719,1,146,39,1,3674.8,15nov1997,65,0,181,142,4,no,no,no,no,0
3,201,6720,1,146,39,1,3667.3999,29nov1997,93,0,163,124,2,no,no,no,no,0
3,201,6721,1,146,39,1,3716,10nov1997,114,0,208,169,2,no,no,no,no,0
3,201,6722,1,146,39,1,3667,15nov1997,83,0,128,89,3,no,no,no,no,0
3,201,6723,1,146,39,1,2635.2,22oct1997,72,0,112,73,2,no,no,no,no,0
3,201,6724,1,146,39,3,,20jul1997,,,,,,no,no,no,no,0
3,201,6725,1,146,39,1,2629.8999,23dec1996,81,1,81,42,1,no,no,no,no,0
3,202,6726,1,135,45,,,11nov1996,,,,,,no,no,no,no,0
3,202,6727,1,135,45,12,,28sep1996,,,,,,no,no,no,no,0
3,202,6728,1,135,45,10,3842.8999,24dec1996,159,1,159,114,1,no,no,no,no,0
3,202,6729,1,135,45,10,4021.8,14sep1996,67,,,,1,no,no,no,no,0
3,202,6730,1,135,45,11,3699.3,22oct1997,130,,,,1,no,no,no,no,0
3,202,6731,1,135,45,10,4032.6001,29jun1997,64,0,261,216,6,no,no,no,no,0
3,202,6732,1,135,45,10,4524.1001,02oct1996,114,0,164,119,3,no,no,no,no,0
3,202,6733,1,135,45,9,4789.7998,26nov1996,84,0,126,81,2,no,no,no,no,0
3,202,6734,1,135,45,8,3927.3999,20oct1996,,,,,,no,no,yes,no,0
3,202,6735,1,135,45,9,3328,06dec1996,77,,,,2,no,no,no,no,0
3,202,6736,1,135,45,9,4140.1001,15nov1996,79,0,119,74,3,no,no,no,no,0
3,202,6737,1,135,45,9,3766.3,14aug1997,103,0,152,107,3,no,no,yes,no,0
3,202,6738,1,135,45,7,3367.7,11oct1996,115,1,115,70,1,no,no,yes,no,0
3,202,6738,2,135,45,8,2710.7,16nov1997,67,0,216,171,6,no,no,no,no,0
3,202,6739,1,135,45,8,4492.3999,25sep1996,,,,,,no,no,no,no,0
3,202,6740,1,135,45,8,3798.5,10jul1997,86,1,86,41,1,no,no,no,no,0
3,202,6741,1,135,45,8,3106.8,29jan1997,123,1,123,78,1,no,no,yes,no,0
3,202,6742,1,135,45,7,3657.5,15jan1997,133,1,133,88,1,no,no,no,no,0
3,202,6743,1,135,45,7,4244.6001,05sep1996,74,0,193,148,3,no,no,no,no,0
3,202,6744,1,135,45,7,4220.7002,03nov1996,119,0,187,142,3,no,no,no,no,0
3,202,6745,1,135,45,7,3526.2,27dec1996,112,0,299,254,6,yes,no,yes,no,0
3,202,6746,1,135,45,7,4106,18dec1996,131,0,152,107,2,no,no,no,no,0
3,202,6747,1,135,45,8,3720.7,22sep1997,68,0,89,44,2,no,no,no,no,0
3,202,6748,1,135,45,6,3925.8999,27sep1996,64,1,64,19,1,no,no,yes,no,0
3,202,6748,2,135,45,7,3286.5,29aug1997,62,0,216,171,3,no,no,yes,no,0
3,202,6749,1,135,45,6,3945.8999,01oct1996,64,0,161,116,3,no,no,no,no,0
3,202,6750,1,135,45,7,3774.3,23jun1997,85,,,,5,no,no,no,no,0
3,202,6751,1,135,45,6,4536.3999,04nov1996,63,1,63,18,1,no,no,no,no,0
3,202,6751,2,135,45,7,3360.6001,20oct1997,60,1,60,15,1,no,no,no,no,0
3,202,6752,1,135,45,6,,19oct1996,64,,,,1,no,no,no,no,0
3,202,6753,1,135,45,6,4867.7002,08jul1997,102,1,102,57,1,no,no,no,no,0
3,202,6754,1,135,45,5,2854.8,16dec1996,76,0,124,79,2,yes,no,no,no,0
3,202,6755,1,135,45,6,3291.8999,23apr1997,88,,,,2,no,no,no,no,0
3,202,6756,1,135,45,5,3984.1001,30sep1996,,,,,,no,no,no,no,0
3,202,6757,1,135,45,6,3813.7,26dec1996,85,0,107,62,2,no,no,no,no,0
3,202,6758,1,135,45,6,3978.8,02feb1997,84,,,,7,no,no,no,no,0
3,202,6759,1,135,45,6,6164.2998,01jul1997,68,0,216,171,4,no,no,no,no,0
3,202,6760,1,135,45,5,4064.3,14sep1996,161,0,310,265,6,no,no,no,no,0
3,202,6761,1,135,45,5,4364,15dec1996,52,0,191,146,3,no,no,no,no,0
3,202,6762,1,135,45,5,3708.3,19dec1996,81,1,81,36,1,no,no,no,no,0
3,202,6763,1,135,45,5,4862,03nov1996,64,0,85,40,2,yes,no,no,no,0
3,202,6763,2,135,45,6,4453.8999,01nov1997,56,0,121,76,4,no,no,no,no,0
3,202,6764,1,135,45,5,4730.8999,10nov1996,85,1,85,40,1,no,no,no,no,0
3,202,6764,2,135,45,6,4089.3,16nov1997,62,0,127,82,3,no,no,no,no,0
3,202,6765,1,135,45,5,3291.3,11jan1997,88,1,88,43,1,no,no,no,no,0
3,202,6766,1,135,45,5,4311.2002,12jul1997,107,,,,3,no,no,no,no,0
3,202,6767,1,135,45,5,4445.3999,03oct1996,158,0,184,139,2,no,no,no,no,0
3,202,6768,1,135,45,5,4217,08dec1996,62,0,131,86,3,no,no,no,no,0
3,202,6769,1,135,45,5,3830.1001,10dec1996,83,1,83,38,1,no,no,no,no,0
3,202,6770,1,135,45,,3405.8999,18jun1997,75,,,,5,no,no,no,no,0
3,202,6771,1,135,45,5,6397.1001,19sep1997,124,1,124,79,1,no,no,no,no,0
3,202,6772,1,135,45,4,4495.8999,04aug1997,89,0,112,67,2,no,no,no,no,0
3,202,6773,1,135,45,4,3674.5,11jan1997,96,1,96,51,1,no,no,no,no,0
3,202,6774,1,135,45,4,5327.7002,21sep1996,,,56,11,,no,no,no,no,0
3,202,6774,2,135,45,5,4851.3999,05sep1997,116,0,185,140,3,no,no,no,no,0
3,202,6775,1,135,45,4,3349.3,05nov1996,47,1,47,2,1,no,no,no,no,0
3,202,6775,2,135,45,5,2958.8,07oct1997,74,0,278,233,4,no,no,no,no,0
3,202,6776,1,135,45,4,4420.2002,13oct1996,104,1,104,59,1,no,no,no,no,0
3,202,6776,2,135,45,5,3769.8,01nov1997,91,1,91,46,1,no,no,no,no,0
3,202,6777,1,135,45,4,3885.6001,21may1997,68,1,68,23,1,no,no,no,no,0
3,202,6778,1,135,45,4,3542.8999,17dec1996,75,1,75,30,1,no,no,no,no,0
3,202,6779,1,135,45,4,3393.8,07mar1997,81,0,82,37,2,no,no,no,no,0
3,202,6780,1,135,45,4,4236,25apr1997,137,1,137,92,1,no,no,no,no,0
